X,Y,CCN,REPORT_DAT,START_DATE,END_DATE,BLOCK,OFFENSE,METHOD,SHIFT,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,BID,XBLOCK,YBLOCK,LATITUDE,LONGITUDE,OBJECTID,OCTO_RECORD_ID
393492.420000002,138307.559999999,26006621,2026/01/15 03:39:00+00,2026/01/13 14:00:00+00,2026/01/13 15:00:00+00,3800 - 3899 BLOCK OF RESERVOIR ROAD NW,THEFT F/AUTO,OTHERS,EVENING,2,2E,2,206,Cluster 4,000201 1,000201,Precinct 6,,393492.42,138307.56,38.9126079408,-77.0750339074,923904522,
396731.280000001,139353.57,26006964,2026/01/17 01:06:20+00,2026/01/14 23:27:00+00,2026/01/15 23:01:00+00,1600 - 1699 BLOCK OF KALORAMA ROAD NW,THEFT/OTHER,OTHERS,EVENING,1,1C,3,303,Cluster 1,003802 3,003802,Precinct 24,,396731.28,139353.57,38.922048757,-77.0376940864,923904523,
399756.850000001,137184.469999999,26007492,2026/01/17 00:28:01+00,2026/01/13 18:45:00+00,2026/01/13 19:30:00+00,200 - 299 BLOCK OF K STREET NE,THEFT F/AUTO,OTHERS,EVENING,6,6C,5,501,Cluster 25,010602 4,010602,Precinct 144,NOMA,399756.85,137184.47,38.9025148158,-77.0028031789,923904524,
401498.969999999,138734.57,26007940,2026/01/17 23:52:42+00,2026/01/17 23:04:00+00,,1500 - 1599 BLOCK OF NEW YORK AVENUE NE,THEFT/OTHER,OTHERS,EVENING,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,,401498.97,138734.57,38.9164774036,-76.9827155922,923904525,
397162.329999998,141021.809999999,26008018,2026/01/18 02:27:14+00,2026/01/18 01:02:00+00,,14TH STREET NW AND SPRING ROAD NW,ASSAULT W/DANGEROUS WEAPON,OTHERS,EVENING,1,4C,4,408,Cluster 2,002504 2,002504,Precinct 47,,397162.33001132,141021.8100163,38.9370782762,-77.0327302201,923904526,
401555.920000002,133155.489999998,26008808,2026/01/21 10:19:26+00,2026/01/19 22:39:00+00,2026/01/20 01:28:00+00,1533 - 1600 BLOCK OF MARION BARRY AVENUE SE,ASSAULT W/DANGEROUS WEAPON,GUN,MIDNIGHT,8,8A,7,701,Cluster 28,007504 2,007504,Precinct 114,ANACOSTIA,401555.92,133155.49,38.8662188774,-76.9820715442,923904527,
401437.329999998,138298.620000001,26009150,2026/01/20 19:38:54+00,2026/01/20 18:21:00+00,2026/01/20 19:13:00+00,FENWICK STREET NE AND WEST VIRGINIA AVENUE NE,ROBBERY,OTHERS,DAY,5,5C,5,506,Cluster 23,008803 1,008803,Precinct 76,,401437.33001529,138298.61999777,38.9125503231,-76.9834272666,923904528,
399950.200000003,130181.399999999,26009173,2026/01/20 20:28:26+00,2026/01/20 19:04:00+00,,3400 - 3699 BLOCK OF 4TH STREET SE,ROBBERY,GUN,EVENING,8,8C,7,707,Cluster 39,009803 1,009803,Precinct 122,,399950.2,130181.4,38.8394283665,-77.0005736169,923904529,
400489.299999997,136927.760000002,26009510,2026/01/21 14:58:33+00,2026/01/21 13:31:00+00,2026/01/21 14:58:00+00,800 - 899 BLOCK OF H STREET NE,MOTOR VEHICLE THEFT,OTHERS,DAY,6,6A,1,104,Cluster 25,008402 2,008402,Precinct 82,,400489.3,136927.76,38.9002021782,-76.9943592393,923904530,
399433.549999997,141663.550000001,26010986,2026/01/24 15:56:54+00,2026/01/24 15:23:00+00,,1 - 99 BLOCK OF VARNUM STREET NE,MOTOR VEHICLE THEFT,OTHERS,DAY,5,5A,4,405,Cluster 19,009510 2,009510,Precinct 44,,399433.55,141663.55,38.9428636571,-77.0065340711,923904531,
396455.479999997,139555.850000001,26025206,2026/02/25 22:49:30+00,2026/02/25 19:08:00+00,2026/02/25 20:01:00+00,1737 - 1776 BLOCK OF COLUMBIA ROAD NW,THEFT/OTHER,OTHERS,EVENING,1,1C,3,303,Cluster 1,003901 2,003901,Precinct 35,ADAMS MORGAN,396455.48,139555.85,38.9238698908,-77.0408755892,923904532,
397563.600000001,136543.5,26025233,2026/02/25 22:16:00+00,2026/02/25 20:24:00+00,2026/02/25 21:00:00+00,500 - 599 BLOCK OF 12TH STREET NW,ASSAULT W/DANGEROUS WEAPON,KNIFE,EVENING,2,2C,2,209,Cluster 8,005802 1,005802,Precinct 129,DOWNTOWN,397563.6,136543.5,38.8967373853,-77.0280860049,923904533,
398009.799999997,138947.199999999,26025319,2026/02/26 00:23:03+00,2026/02/24 22:00:00+00,2026/02/24 23:30:00+00,2100 - 2199 BLOCK OF 8TH STREET NW,THEFT F/AUTO,OTHERS,EVENING,1,1E,3,305,Cluster 3,003500 3,003500,Precinct 37,,398009.8,138947.2,38.9183918696,-77.0229493266,923904534,
394088.460000001,138708.719999999,26026397,2026/02/28 02:48:45+00,2026/02/28 01:48:00+00,2026/02/28 02:00:00+00,1851 - 2008 BLOCK OF WISCONSIN AVENUE NW,THEFT/OTHER,OTHERS,EVENING,2,2E,2,206,Cluster 4,000102 1,000102,Precinct 5,,394088.46,138708.72,38.9162259346,-77.0681648844,923904535,
398154.289999999,139534.449999999,26026488,2026/02/28 05:46:01+00,2026/02/28 02:20:00+00,2026/02/28 05:20:00+00,2390 - 2699 BLOCK OF 6TH STREET NW,THEFT F/AUTO,OTHERS,MIDNIGHT,1,1E,3,306,Cluster 3,003400 2,003400,Precinct 37,,398154.29,139534.45,38.923682323,-77.0212847673,923904536,
397119.630000003,141037.379999999,26026591,2026/02/28 22:03:26+00,2026/02/28 13:39:00+00,2026/02/28 14:12:00+00,1400 - 1413 BLOCK OF SPRING ROAD NW,THEFT F/AUTO,OTHERS,EVENING,4,4C,4,404,Cluster 18,002504 2,002504,Precinct 47,,397119.63,141037.38,38.9372183962,-77.0332227954,923904537,
405836.969999999,136773.199999999,26026777,2026/02/28 23:18:56+00,2026/02/28 21:57:00+00,2026/02/28 23:30:00+00,4800 - 4899 BLOCK OF NANNIE HELEN BURROUGHS AVENUE NE,ROBBERY,GUN,EVENING,7,7C,6,602,Cluster 31,007804 1,007804,Precinct 98,,405836.97,136773.2,38.8987906035,-76.932711419,923904538,
402527.5722,132058.365699999,26028072,2026/03/03 19:10:51+00,2026/03/01 18:53:00+00,2026/03/01 20:00:00+00,2400 - 2499 BLOCK OF AINGER PLACE SE,THEFT/OTHER,OTHERS,DAY,8,8B,7,702,Cluster 36,007408 2,007408,Precinct 115,,402527.572192298,132058.365655981,38.8563332664,-76.9708794856,923904539,
397628.829999998,140648.850000001,26028468,2026/03/04 15:41:12+00,2026/03/04 01:00:00+00,2026/03/04 15:00:00+00,3500 - 3599 BLOCK OF 10TH STREET NW,MOTOR VEHICLE THEFT,OTHERS,DAY,1,1A,4,408,Cluster 2,002900 1,002900,Precinct 42,,397628.83,140648.85,38.9337199236,-77.027348233,923904540,
399468.409999996,141839.129999999,26028557,2026/03/04 18:39:24+00,2026/03/04 17:35:00+00,2026/03/04 17:36:00+00,80 - 99 BLOCK OF WEBSTER STREET NE,ASSAULT W/DANGEROUS WEAPON,GUN,DAY,5,5A,4,405,Cluster 19,009510 2,009510,Precinct 44,,399468.41,141839.13,38.9444453537,-77.0061320927,923904541,
398186.039999999,137185.329999998,26028888,2026/03/06 01:41:33+00,2026/03/05 13:35:00+00,2026/03/05 13:58:00+00,600 - 699 BLOCK OF K STREET NW,THEFT/OTHER,OTHERS,EVENING,6,6E,1,101,Cluster 8,004703 2,004703,Precinct 18,MOUNT VERNON TRIANGLE CID,398186.04,137185.33,38.902520725,-77.0209124198,923904542,
398099.07,137783.09,26029033,2026/03/05 19:55:48+00,2026/03/05 16:00:00+00,2026/03/05 16:04:00+00,1300 - 1399 BLOCK OF 7TH STREET NW,MOTOR VEHICLE THEFT,OTHERS,DAY,2,2G,3,308,Cluster 7,004802 2,004802,Precinct 18,,398099.07,137783.09,38.9079053723,-77.0219167167,923904543,
397044.969999999,139950.32,26029556,2026/03/06 20:06:37+00,2026/03/06 03:00:00+00,2026/03/06 17:30:00+00,1400 - 1499 BLOCK OF COLUMBIA ROAD NW,THEFT F/AUTO,OTHERS,EVENING,1,1A,3,302,Cluster 2,002802 3,002802,Precinct 36,,397044.97,139950.32,38.9274255811,-77.0340792587,923904544,
394626.859999999,137194.870000001,26030417,2026/03/08 14:34:35+00,2026/03/07 19:00:00+00,2026/03/08 03:00:00+00,3100 - 3199 BLOCK OF K STREET NW,THEFT F/AUTO,OTHERS,DAY,2,2E,2,206,Cluster 4,000102 3,000102,Precinct 5,GEORGETOWN,394626.86,137194.87,38.9025921141,-77.0619448497,923904545,
392231.020000003,142227.27,26030798,2026/03/09 13:18:35+00,2026/03/09 11:15:00+00,2026/03/09 13:01:00+00,4500 - 4599 BLOCK OF ALBEMARLE STREET NW,MOTOR VEHICLE THEFT,OTHERS,DAY,3,3E,2,202,Cluster 11,001003 3,001003,Precinct 30,,392231.02,142227.27,38.9479076347,-77.0896225038,923904546,
402760.82,132416.890000001,26030896,2026/03/09 17:26:40+00,2026/03/09 15:52:00+00,2026/03/09 16:30:00+00,2700 - 2747 BLOCK OF NAYLOR ROAD SE,ASSAULT W/DANGEROUS WEAPON,KNIFE,DAY,8,8B,7,702,Cluster 36,007502 2,007502,Precinct 134,,402760.82,132416.89,38.8595623043,-76.9681907657,923904547,
394517.68,141758.59,26031003,2026/03/09 20:25:46+00,2026/03/04 20:46:00+00,2026/03/09 20:00:00+00,4200 - 4226 BLOCK OF CONNECTICUT AVENUE NW,MOTOR VEHICLE THEFT,OTHERS,EVENING,3,3F,2,203,Cluster 12,001303 2,001303,Precinct 34,,394517.68,141758.59,38.9437028811,-77.0632399911,923904548,
394449.149999999,137479.059999999,26032533,2026/03/12 19:18:39+00,2026/03/12 18:09:00+00,2026/03/12 19:00:00+00,3200 - 3275 BLOCK OF M STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2E,2,206,Cluster 4,000202 4,000202,Precinct 6,GEORGETOWN,394449.15,137479.06,38.9051510928,-77.0639958956,923904549,
398186.039999999,137185.329999998,26035080,2026/03/18 01:09:08+00,2026/03/17 22:41:00+00,2026/03/17 23:35:00+00,600 - 699 BLOCK OF K STREET NW,THEFT/OTHER,OTHERS,EVENING,6,6E,1,101,Cluster 8,004703 2,004703,Precinct 18,MOUNT VERNON TRIANGLE CID,398186.04,137185.33,38.902520725,-77.0209124198,923904550,
400346.0,131109.050000001,26035737,2026/03/19 10:18:25+00,2026/03/19 08:57:00+00,2026/03/19 10:00:00+00,2710 - 2731 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,ASSAULT W/DANGEROUS WEAPON,KNIFE,MIDNIGHT,8,8C,7,703,Cluster 43,010400 3,010400,Precinct 119,,400346,131109.05,38.8477849839,-76.9960141628,923904551,
397162.060000002,140182.43,26036316,2026/03/20 17:24:54+00,2026/03/20 12:30:00+00,2026/03/20 14:56:00+00,3100 - 3299 BLOCK OF 14TH STREET NW,THEFT/OTHER,OTHERS,DAY,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,,397162.06,140182.43,38.9295168861,-77.0327298633,923904552,
397162.060000002,140182.43,26037089,2026/03/21 23:31:45+00,2026/03/21 22:05:00+00,2026/03/21 22:57:00+00,3100 - 3299 BLOCK OF 14TH STREET NW,THEFT/OTHER,OTHERS,EVENING,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,,397162.06,140182.43,38.9295168861,-77.0327298633,923904553,
397664.0,145007.66,26037393,2026/03/22 16:32:40+00,2026/03/22 04:40:00+00,2026/03/22 15:39:00+00,6800 - 6899 BLOCK OF GEORGIA AVENUE NW,THEFT/OTHER,OTHERS,DAY,4,4A,4,401,Cluster 40,010300 1,010300,Precinct 62,,397664,145007.66,38.972985346,-77.0269574403,923904554,
400246.539999999,139229.039999999,26038721,2026/03/25 03:15:03+00,2026/03/24 03:30:00+00,2026/03/24 07:30:00+00,500 - 799 BLOCK OF RHODE ISLAND AVENUE NE,THEFT F/AUTO,OTHERS,MIDNIGHT,5,5F,5,502,Cluster 21,009204 2,009204,Precinct 74,,400246.54,139229.04,38.9209329952,-76.9971570051,923904555,
398099.07,137783.09,26004751,2026/01/11 13:48:02+00,2026/01/11 10:00:00+00,2026/01/11 10:05:00+00,1300 - 1399 BLOCK OF 7TH STREET NW,THEFT/OTHER,OTHERS,DAY,2,2G,3,307,Cluster 7,004902 1,004902,Precinct 18,,398099.07,137783.09,38.9079053723,-77.0219167167,923904582,
400048.32,142865.870000001,26005073,2026/01/12 04:19:26+00,2026/01/12 03:15:00+00,2026/01/12 03:17:00+00,300 - 499 BLOCK OF INGRAHAM STREET NE,MOTOR VEHICLE THEFT,OTHERS,MIDNIGHT,5,5A,4,406,Cluster 19,009508 2,009508,Precinct 66,,400048.32,142865.87,38.9536946704,-76.9994425381,923904583,
399610.399999999,140102.239999998,26005104,2026/01/12 05:19:44+00,2026/01/11 18:30:00+00,2026/01/12 04:55:00+00,100 - 379 BLOCK OF MICHIGAN AVENUE NE,MOTOR VEHICLE THEFT,OTHERS,MIDNIGHT,5,5E,4,405,Cluster 21,002302 2,002302,Precinct 44,,399610.4,140102.24,38.9287990063,-77.0044931979,923904584,
396391.210000001,147065.43,26005389,2026/01/13 03:43:26+00,2026/01/12 19:52:00+00,2026/01/12 21:17:00+00,1700 - 1790 BLOCK OF SYCAMORE STREET NW,THEFT F/AUTO,OTHERS,EVENING,4,4A,4,401,Cluster 16,001600 4,001600,Precinct 62,,396391.21,147065.43,38.9915178735,-77.0416562713,923904585,
393344.880000003,141646.949999999,26005419,2026/01/12 23:28:27+00,2026/01/12 17:30:00+00,2026/01/12 23:08:00+00,4100 - 4199 BLOCK OF WISCONSIN AVENUE NW,BURGLARY,OTHERS,EVENING,3,3A,2,202,Cluster 11,001200 4,001200,Precinct 33,,393344.88,141646.95,38.9426890947,-77.0767674562,923904586,
399058.280000001,137708.629999999,26006358,2026/01/14 17:43:03+00,2026/01/09 17:39:00+00,2026/01/14 17:41:00+00,1 - 99 BLOCK OF N STREET NW,THEFT/OTHER,OTHERS,DAY,5,5E,3,308,Cluster 21,004600 1,004600,Precinct 19,,399058.28,137708.63,38.907236162,-77.0108574312,923904587,
399564.439999998,134557.34,26006400,2026/01/14 21:04:44+00,2025/12/24 00:00:00+00,2025/12/24 02:00:00+00,900 - 999 BLOCK OF NEW JERSEY AVENUE SE,THEFT/OTHER,OTHERS,EVENING,6,8F,1,106,Cluster 27,007202 2,007202,Precinct 131,CAPITOL RIVERFRONT,399564.44,134557.34,38.8788485738,-77.0050197313,923904588,
397162.43,141096.859999999,26006675,2026/01/15 07:26:42+00,2026/01/15 06:00:00+00,2026/01/15 06:35:00+00,3714 - 3813 BLOCK OF 14TH STREET NW,THEFT F/AUTO,OTHERS,MIDNIGHT,4,4C,4,404,Cluster 18,002504 1,002504,Precinct 47,,397162.43,141096.86,38.9377543489,-77.0327293772,923904589,
393173.950000003,142324.530000001,26007235,2026/01/16 16:10:28+00,2026/01/16 15:37:00+00,2026/01/16 16:05:00+00,4500 - 4599 BLOCK OF 40TH STREET NW,THEFT/OTHER,OTHERS,DAY,3,3E,2,202,Cluster 11,001100 4,001100,Precinct 32,,393173.95,142324.53,38.9487916125,-77.0787458915,923904590,
391696.789999999,141919.059999999,26007279,2026/01/17 11:01:20+00,2026/01/16 17:39:00+00,2026/01/16 18:21:00+00,4800 - 4899 BLOCK OF MASSACHUSETTS AVENUE NW,THEFT/OTHER,OTHERS,MIDNIGHT,3,3E,2,202,Cluster 11,001003 3,001003,Precinct 30,,391696.79,141919.06,38.945126307,-77.0957816153,923904591,
396538.100000001,140607.530000001,26007315,2026/01/16 19:47:16+00,2026/01/16 17:48:00+00,2026/01/16 18:30:00+00,3300 - 3399 BLOCK OF MOUNT PLEASANT STREET NW,MOTOR VEHICLE THEFT,OTHERS,DAY,1,1D,3,302,Cluster 2,002703 2,002703,Precinct 40,,396538.1,140607.53,38.93334408,-77.0399281158,923904592,
399337.298100002,128792.138500001,26007368,2026/01/16 21:25:04+00,2026/01/16 19:04:00+00,2026/01/16 21:20:00+00,4300 - 4399 BLOCK OF SOUTH CAPITOL STREET,THEFT F/AUTO,OTHERS,EVENING,8,8D,7,708,Cluster 39,009810 2,009810,Precinct 126,,399337.298141338,128792.13845295,38.8269130111,-77.0076319355,923904593,
399759.619999997,139012.82,26007981,2026/01/18 01:01:48+00,2025/05/07 06:00:00+00,2025/05/07 06:30:00+00,200 - 299 BLOCK OF RHODE ISLAND AVENUE NE,SEX ABUSE,OTHERS,EVENING,5,5F,5,502,Cluster 21,009203 2,009203,Precinct 74,,399759.62,139012.82,38.9189852167,-77.0027718847,923904594,
394088.460000001,138708.719999999,26008250,2026/01/18 17:46:42+00,2026/01/18 16:42:00+00,2026/01/18 17:51:00+00,1851 - 2008 BLOCK OF WISCONSIN AVENUE NW,THEFT/OTHER,OTHERS,DAY,2,2E,2,206,Cluster 4,000102 1,000102,Precinct 5,,394088.46,138708.72,38.9162259346,-77.0681648844,923904595,
397162.060000002,140182.43,26009508,2026/01/21 21:37:51+00,2026/01/21 13:48:00+00,2026/01/21 15:31:00+00,3100 - 3299 BLOCK OF 14TH STREET NW,THEFT/OTHER,OTHERS,EVENING,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,,397162.06,140182.43,38.9295168861,-77.0327298633,923904596,
399215.75,142903.98,26009543,2026/01/21 18:36:27+00,2026/01/20 17:00:00+00,2026/01/21 14:30:00+00,5200 - 5290 BLOCK OF NORTH CAPITOL STREET,THEFT/OTHER,OTHERS,DAY,5,5A,4,405,Cluster 19,009508 4,009508,Precinct 44,,399215.75,142903.98,38.9540376267,-77.0090478392,923904597,
396929.719999999,139687.620000001,26009564,2026/01/21 17:17:35+00,2026/01/21 12:00:00+00,2026/01/21 17:00:00+00,2700 - 2819 BLOCK OF 15TH STREET NW,MOTOR VEHICLE THEFT,OTHERS,DAY,1,1A,3,304,Cluster 2,003702 1,003702,Precinct 36,,396929.72,139687.62,38.9250587017,-77.0354072188,923904598,
396771.93,141317.27,26009935,2026/01/22 12:18:18+00,2026/01/22 09:01:00+00,2026/01/22 09:40:00+00,1600 - 1699 BLOCK OF SHEPHERD STREET NW,THEFT F/AUTO,OTHERS,DAY,4,4E,4,404,Cluster 18,002600 1,002600,Precinct 47,,396771.93,141317.27,38.9397385188,-77.0372345569,923904599,
394276.649999999,137328.390000001,26010127,2026/01/22 19:15:36+00,2026/01/22 16:50:00+00,2026/01/22 17:45:00+00,1000 - 1019 BLOCK OF 33RD STREET NW,THEFT F/AUTO,OTHERS,DAY,2,2E,2,206,Cluster 4,000202 4,000202,Precinct 6,,394276.65,137328.39,38.9037926986,-77.0659833964,923904600,
401818.357100002,130902.015000001,26010470,2026/01/23 16:04:33+00,2026/01/23 12:30:00+00,2026/01/23 15:22:00+00,1700 - 1799 BLOCK OF SAVANNAH STREET SE,THEFT F/AUTO,OTHERS,DAY,8,8E,7,704,Cluster 38,007409 3,007409,Precinct 116,,401818.357119641,130902.014966908,38.8459181099,-76.9790535087,923904601,
400589.75,136927.77,26010851,2026/01/24 05:02:32+00,2026/01/24 02:59:00+00,2026/01/24 03:00:00+00,900 - 999 BLOCK OF H STREET NE,MOTOR VEHICLE THEFT,OTHERS,MIDNIGHT,6,6A,1,104,Cluster 25,008402 2,008402,Precinct 82,,400589.75,136927.77,38.9002022066,-76.993201229,923904602,
405406.306500003,133768.192699999,26010964,2026/01/24 15:09:27+00,2026/01/24 04:18:00+00,2026/01/24 14:00:00+00,4100 - 4199 BLOCK OF STANLEY STREET SE,MOTOR VEHICLE THEFT,OTHERS,DAY,7,7B,6,605,Cluster 32,009902 1,009902,Precinct 106,,405406.30649897,133768.192729568,38.8717231109,-76.9376997469,923904603,
397749.350000001,143732.75,26012403,2026/01/28 21:03:19+00,2025/12/28 19:00:00+00,2026/01/28 21:00:00+00,5800 - 5999 BLOCK OF 9TH STREET NW,THEFT/OTHER,OTHERS,EVENING,4,4B,4,402,Cluster 17,001901 1,001901,Precinct 58,,397749.35,143732.75,38.9615008694,-77.0259683162,923904604,
397162.060000002,140182.43,26012729,2026/01/29 19:33:46+00,2026/01/29 18:18:00+00,2026/01/29 18:50:00+00,3100 - 3299 BLOCK OF 14TH STREET NW,THEFT/OTHER,OTHERS,DAY,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,,397162.06,140182.43,38.9295168861,-77.0327298633,923904605,
393070.630000003,142276.379999999,26012745,2026/01/29 19:34:49+00,2026/01/29 18:00:00+00,2026/01/29 18:04:00+00,4500 - 4537 BLOCK OF WISCONSIN AVENUE NW,THEFT/OTHER,OTHERS,DAY,3,3E,2,202,Cluster 11,001004 2,001004,Precinct 31,,393070.63,142276.38,38.9483570552,-77.0799373128,923904606,
403638.939999998,135772.420000002,26000041,2026/01/01 08:56:45+00,2026/01/01 04:59:00+00,2026/01/01 08:12:00+00,2300 - 3955 BLOCK OF EAST CAPITOL STREET,ASSAULT W/DANGEROUS WEAPON,GUN,MIDNIGHT,7,7F,6,603,Cluster 32,009603 3,009603,Precinct 102,,403638.94,135772.42,38.8897870573,-76.9580556016,923904746,
401822.200000003,137058.440000001,26001025,2026/01/03 16:57:07+00,2026/01/03 15:22:00+00,2026/01/03 15:45:00+00,900 - 979 BLOCK OF 17TH STREET NE,THEFT/OTHER,OTHERS,DAY,5,5D,5,507,Cluster 23,008904 1,008904,Precinct 79,,401822.2,137058.44,38.9013776378,-76.9789929211,923904747,
399490.939999998,134234.390000001,26001304,2026/01/04 05:28:34+00,2026/01/04 03:24:00+00,2026/01/04 05:22:00+00,1200 - 1253 BLOCK OF 1ST STREET SE,BURGLARY,OTHERS,MIDNIGHT,8,8F,1,106,Cluster 27,007201 1,007201,Precinct 131,CAPITOL RIVERFRONT,399490.94,134234.39,38.8759392734,-77.0058665631,923904748,
396837.939999998,140214.859999999,26002752,2026/01/07 09:16:58+00,2026/01/07 07:01:00+00,2026/01/07 09:00:00+00,3101 - 3199 BLOCK OF 16TH STREET NW,ASSAULT W/DANGEROUS WEAPON,KNIFE,MIDNIGHT,1,1D,3,302,Cluster 2,002702 1,002702,Precinct 39,,396837.94,140214.86,38.9298079189,-77.036468077,923904749,
404064.009999998,139635.98,26004511,2026/01/10 23:11:41+00,2026/01/10 21:53:00+00,2026/01/10 22:39:00+00,3600 - 3799 BLOCK OF JAMISON STREET NE,THEFT/OTHER,OTHERS,EVENING,5,5C,5,503,Cluster 24,009000 2,009000,Precinct 139,,404064.01,139635.98,38.9245894783,-76.9531331516,923904750,
397229.100000001,138753.34,26005663,2026/01/13 08:31:29+00,2026/01/13 08:00:00+00,2026/01/13 08:30:00+00,1921 - 1999 BLOCK OF 14TH STREET NW,THEFT/OTHER,OTHERS,MIDNIGHT,2,2F,3,301,Cluster 3,004300 4,004300,Precinct 141,,397229.1,138753.34,38.9166434001,-77.0319509248,923904751,
400818.710000001,142604.18,26006275,2026/01/14 18:13:05+00,2026/01/12 22:30:00+00,2026/01/13 13:00:00+00,5000 - 5099 BLOCK OF 12TH STREET NE,THEFT F/AUTO,OTHERS,DAY,5,5A,4,405,Cluster 20,009509 1,009509,Precinct 66,,400818.71,142604.18,38.9513369161,-76.9905549559,923904752,
394247.149999999,143961.199999999,26006350,2026/01/14 17:36:14+00,2026/01/14 17:28:00+00,2026/01/14 17:30:00+00,5500 - 5519 BLOCK OF 33RD STREET NW,THEFT F/AUTO,OTHERS,DAY,4,3/4G,2,201,Cluster 10,001401 1,001401,Precinct 51,,394247.15,143961.2,38.963542847,-77.0663790989,923904753,
397162.060000002,140182.43,26006860,2026/01/15 20:32:35+00,2026/01/15 19:15:00+00,2026/01/15 19:37:00+00,3100 - 3299 BLOCK OF 14TH STREET NW,THEFT/OTHER,OTHERS,EVENING,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,,397162.06,140182.43,38.9295168861,-77.0327298633,923904754,
397103.43,143859.399999999,26008095,2026/01/18 07:47:05+00,2026/01/17 22:00:00+00,2026/01/17 23:00:00+00,5910 - 5999 BLOCK OF 14TH STREET NW,MOTOR VEHICLE THEFT,OTHERS,MIDNIGHT,4,4A,4,402,Cluster 17,001803 2,001803,Precinct 60,,397103.43,143859.4,38.9626398718,-77.0334215664,923904755,
401391.6052,132595.849599998,26008695,2026/01/19 19:07:17+00,2026/01/19 18:23:00+00,2026/01/19 19:02:00+00,1500 - 1625 BLOCK OF BUTLER STREET SE,ROBBERY,OTHERS,DAY,8,8A,7,701,Cluster 28,007503 2,007503,Precinct 114,,401391.605215244,132595.84962448,38.8611776799,-76.9839660327,923904756,
400048.32,142865.870000001,26009067,2026/01/20 16:19:53+00,2026/01/19 06:51:00+00,2026/01/20 15:15:00+00,300 - 499 BLOCK OF INGRAHAM STREET NE,THEFT F/AUTO,OTHERS,DAY,5,5A,4,406,Cluster 19,009508 4,009508,Precinct 66,,400048.32,142865.87,38.9536946704,-76.9994425381,923904757,
399756.850000001,137184.469999999,26009804,2026/01/22 01:16:21+00,2026/01/21 23:40:00+00,2026/01/22 01:00:00+00,200 - 299 BLOCK OF K STREET NE,THEFT/OTHER,OTHERS,EVENING,6,6C,5,501,Cluster 25,010602 4,010602,Precinct 144,NOMA,399756.85,137184.47,38.9025148158,-77.0028031789,923904758,
407006.520000003,135543.579999998,26010036,2026/01/22 21:46:24+00,2026/01/22 15:17:00+00,2026/01/22 18:47:00+00,100 - 149 BLOCK OF 57TH PLACE SE,SEX ABUSE,OTHERS,EVENING,7,7C,6,604,Cluster 33,009903 1,009903,Precinct 105,,407006.52,135543.58,38.8877051929,-76.9192413948,923904759,
397551.670000002,142144.530000001,26010669,2026/01/24 00:04:51+00,2026/01/23 21:53:00+00,2026/01/23 23:07:00+00,1200 - 1299 BLOCK OF CRITTENDEN STREET NW,BURGLARY,OTHERS,EVENING,4,4E,4,404,Cluster 18,002002 1,002002,Precinct 48,,397551.67,142144.53,38.9471932319,-77.0282435061,923904760,
398366.18,143174.940000001,26018415,2026/02/11 04:37:34+00,2026/02/10 23:45:00+00,2026/02/10 23:57:00+00,400 - 499 BLOCK OF KENNEDY STREET NW,BURGLARY,OTHERS,MIDNIGHT,4,4D,4,403,Cluster 18,002102 6,002102,Precinct 56,,398366.18,143174.94,38.9564773368,-77.0188499162,923904890,
397704.560000002,145832.640000001,26018546,2026/02/11 14:06:31+00,2026/02/11 12:20:00+00,2026/02/11 14:46:00+00,7400 - 7599 BLOCK OF GEORGIA AVENUE NW,BURGLARY,OTHERS,DAY,4,4A,4,401,Cluster 16,001600 2,001600,Precinct 62,,397704.56,145832.64,38.9804170595,-77.0264921407,923904891,
392992.189999998,139037.739999998,26018827,2026/02/11 05:00:00+00,2026/02/11 21:39:00+00,2026/02/11 21:40:00+00,4100 - 4199 BLOCK OF W STREET NW,HOMICIDE,GUN,MIDNIGHT,3,3B,2,204,Cluster 14,000300 2,000300,Precinct 11,,392992.19,139037.74,38.9191817962,-77.0808091251,923904892,
397430.659999996,136664.370000001,26018837,2026/02/12 01:51:00+00,2026/02/11 21:55:00+00,2026/02/12 00:01:00+00,600 - 699 BLOCK OF 13TH STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2C,2,209,Cluster 8,005802 1,005802,Precinct 129,DOWNTOWN,397430.66,136664.37,38.8978258475,-77.0296189448,923904893,
395007.450000003,137489.199999999,26019321,2026/02/13 01:06:22+00,2025/12/27 14:05:00+00,2025/12/27 14:15:00+00,2800 - 2899 BLOCK OF M STREET NW,BURGLARY,OTHERS,EVENING,2,2E,2,206,Cluster 4,000102 3,000102,Precinct 5,GEORGETOWN,395007.45,137489.2,38.9052457859,-77.0575593157,923904894,
